# Based on Cell27 C/5 chg & dichg cycle,
# time [s],current [A]
16300,-1.0001
16310,-1.0001
16320,-1
16330,-1
16340,-1.0002
16350,-0.9999
16360,-1
16370,-1.0001
16380,-1.0002
16390,-1.0001
16400,-1.0001
16410,-1.0001
16420,-1.0001
16430,-1.0002
16440,-1.0001
16450,-1.0001
16460,-1.0001
16470,-1.0001
16480,-0.99998
16490,-1
16500,-1.0001
16510,-1.0001
16520,-1
16530,-1.0001
16540,-1.0002
16550,-1.0002
16560,-1.0001
16570,-1.0001
16580,-1.0003
16590,-1
16600,-1.0002
16610,-1.0003
16620,-0.99988
16630,-1.0002
16640,-1.0001
16650,-1.0002
16660,-1.0002
16670,-1.0003
16680,-1.0002
16690,-1
16700,-1.0003
16710,-0.99992
16720,-0.99996
16730,-1.0001
16740,-0.99994
16750,-1.0003
16760,-1.0001
16770,-0.9999
16780,-0.99978
16790,-1.0001
16800,-1.0003
16810,-1.0005
16820,-0.99976
16830,-1.0001
16840,-1
16850,-0.99982
16860,-1.0004
16870,-1.0001
16880,-1
16890,-0.99992
16900,-0.99998
16910,-0.99994
16920,-0.99986
16930,-1.0002
16940,-1.0002
16950,-1.0002
16960,-0.99998
16970,-1
16980,-1.0001
16990,-1.0003
17000,-0.99992
17010,-1.0003
17020,-1.0002
17030,-0.99996
17040,-1.0002
17050,-0.99998
17060,-1.0004
17070,-0.99998
17080,-0.99978
17090,-1.0001
17100,-1
17110,-1
17120,-1.0002
17130,-1.0002
17140,-0.99996
17150,-1
17160,-0.99988
17170,-1
17180,-1.0001
17190,-1.0001
17200,-1.0003
17210,-1.0003
17220,-1
17230,-1
17240,-1.0003
17250,-1.0003
17260,-1.0001
17270,-1.0002
17280,-0.99988
17290,-1.0001
17300,-0.99974
17310,-1.0002
17320,-1.0001
17330,-1.0002
17340,-0.9544
17350,-0.88981
17360,-0.84196
17370,-0.80298
17380,-0.76695
17390,-0.73918
17400,-0.71201
17410,-0.68541
17420,-0.66074
17430,-0.64075
17440,-0.61974
17450,-0.59894
17460,-0.57939
17470,-0.56365
17480,-0.54748
17490,-0.53067
17500,-0.51455
17510,-0.50289
17520,-0.48805
17530,-0.47596
17540,-0.46317
17550,-0.45158
17560,-0.4386
17570,-0.42569
17580,-0.41705
17590,-0.40477
17600,-0.39447
17610,-0.3867
17620,-0.37551
17630,-0.36682
17640,-0.36117
17650,-0.34641
17660,-0.3447
17670,-0.3354
17680,-0.32598
17690,-0.32127
17700,-0.31428
17710,-0.30868
17720,-0.29832
17730,-0.29225
17740,-0.28738
17750,-0.28331
17760,-0.27491
17770,-0.27016
17780,-0.26542
17790,-0.25487
17800,-0.25448
17810,-0.24827
17820,-0.24532
17830,-0.23663
17840,-0.23598
17850,-0.23249
17860,-0.22134
17870,-0.22118
17880,-0.21502
17890,-0.21244
17900,-0.2085
17910,-0.20361
17920,-0.19983
17930,-0.19918
17940,-0.19482
17950,-0.19139
17960,-0.18603
17970,-0.18012
17980,-0.18213
17990,-0.17648
18000,-0.17207
18010,-0.1709
18020,-0.16679
18030,-0.16422
18040,-0.16458
18050,-0.15953
18060,-0.15863
18070,-0.15236
18080,-0.15382
18090,-0.14988
18100,-0.14775
18110,-0.14488
18120,-0.14377
18130,-0.14166
18140,-0.13816
18150,-0.13633
18160,-0.13487
18170,-0.13262
18180,-0.12984
18190,-0.1276
18200,-0.12645
18210,-0.1275
18220,-0.12364
18230,-0.12113
18240,-0.12015
18250,-0.11838
18260,-0.11552
18270,-0.11552
18280,-0.11386
18290,-0.11142
18300,-0.10884
18310,-0.1073
18320,-0.10839
18330,-0.10697
18340,-0.10224
18350,-0.099639
18360,-0.09958
18370,0.99972
18380,0.9997
18390,0.99974
18400,0.99974
18410,0.99964
18420,0.9998
18430,0.99964
18440,0.99968
18450,0.99974
18460,0.99972
18470,0.99962
18480,0.9997
18490,0.99964
18500,0.99989
18510,0.99974
18520,0.99966
18530,0.99972
18540,0.9998
18550,0.99968
18560,0.99976
18570,0.99976
18580,0.9997
18590,0.99966
18600,0.9997
18610,0.99968
18620,0.99976
18630,0.99974
18640,0.99966
18650,0.99964
18660,0.99978
18670,0.99978
18680,0.9996
18690,0.9998
18700,0.99974
18710,0.99972
18720,0.9997
18730,0.99968
18740,0.99976
18750,0.99978
18760,0.9997
18770,0.99972
18780,0.99962
18790,0.99962
18800,0.99958
18810,0.99978
18820,0.9997
18830,0.9997
18840,0.99964
18850,0.99972
18860,0.99972
18870,0.9998
18880,0.99976
18890,0.99958
18900,0.99962
18910,0.9997
18920,0.99976
18930,0.9997
18940,0.99958
18950,0.99958
18960,0.9997
18970,0.99991
18980,0.99978
18990,0.99982
19000,0.9997
19010,0.99966
19020,0.9996
19030,0.9998
19040,0.9998
19050,0.99974
19060,0.9997
19070,0.9997
19080,0.99974
19090,0.99972
19100,0.99972
19110,0.99972
19120,0.99978
19130,0.99966
19140,0.99964
19150,0.99972
19160,0.99972
19170,0.99956
19180,0.99974
19190,0.9997
19200,0.99966
19210,0.99958
19220,0.99968
19230,0.9998
19240,0.99966
19250,0.99972
19260,0.99966
19270,0.99972
19280,0.99966
19290,0.99976
19300,0.99972
19310,0.99978
19320,0.99972
19330,0.99984
19340,0.99986
19350,0.99962
19360,0.99976
19370,0.99966
19380,0.9997
19390,0.99972
19400,0.9998
19410,0.99972
19420,0.99972
19430,0.99976
19440,0.99976
19450,0.99986
19460,0.99978
19470,0.99978
19480,0.99982
19490,0.9998
19500,0.99954
19510,0.99976
19520,0.99972
19530,0.99976
19540,0.99972
19550,0.99972
19560,0.9997
19570,0.99972
19580,0.99972
19590,0.9995
19600,0.99964
19610,0.99976
19620,0.99972
19630,0.99978
19640,0.99972
19650,0.99984
19660,0.9997
19670,0.99968
19680,0.99968
19690,0.9997
19700,0.99978
19710,0.9997
19720,0.99974
19730,0.99968
19740,0.99954
19750,0.99976
19760,0.99968
19770,0.99976
19780,0.99968
19790,0.9997
19800,0.99978
19810,0.99987
19820,0.99976
19830,0.99968
19840,0.99984
19850,0.99968
19860,0.99976
19870,0.9998
19880,0.99982
19890,0.99978
19900,0.99976
19910,0.99984
19920,0.9998
19930,0.99974
19940,0.99978
19950,0.99978
19960,0.99972
19970,0.99968
19980,0.99978
19990,0.99972
20000,0.99982
20010,0.99978
20020,0.99986
20030,0.99978
20040,0.99976
20050,0.99986
20060,0.9998
20070,0.99974
20080,0.99972
20090,0.99976
20100,0.9997
20110,0.99978
20120,0.9998
20130,0.99976
20140,0.99987
20150,0.9997
20160,0.99978
20170,0.9998
20180,0.99978
20190,0.99972
20200,0.99968
20210,0.99964
20220,0.99972
20230,0.99968
20240,0.99974
20250,0.9997
20260,0.99962
20270,0.99974
20280,0.99978
20290,0.99968
20300,0.9998
20310,0.9997
20320,0.9997
20330,0.99974
20340,0.99976
20350,0.99958
20360,0.99972
20370,0.99966
20380,0.99974
20390,0.99972
20400,0.99978
20410,0.99974
20420,0.99972
20430,0.9997
20440,0.99984
20450,0.99978
20460,0.99974
20470,0.99976
20480,0.9997
20490,0.99976
20500,0.99972
20510,0.9998
20520,0.99966
20530,0.99968
20540,0.9996
20550,0.9997
20560,0.99966
20570,0.99968
20580,0.9998
20590,0.99978
20600,0.99978
20610,0.99972
20620,0.99982
20630,0.99972
20640,0.9997
20650,0.99976
20660,0.9998
20670,0.99978
20680,0.99987
20690,0.99974
20700,0.99972
20710,0.9997
20720,0.99984
20730,0.99978
20740,0.9998
20750,0.99972
20760,0.99978
20770,0.9996
20780,0.99974
20790,0.99964
20800,0.99972
20810,0.99984
20820,0.99976
20830,0.99966
20840,0.99991
20850,0.99974
20860,0.99978
20870,0.9998
20880,0.99974
20890,0.99976
20900,0.99976
20910,0.99984
20920,0.99978
20930,0.99978
20940,0.99987
20950,0.99966
20960,0.99987
20970,0.99974
20980,0.99978
20990,0.99984
21000,0.9997
21010,0.99976
21020,0.99984
21030,0.99968
21040,0.99987
21050,0.99972
21060,0.99986
21070,0.99976
21080,0.99984
21090,0.99982
21100,0.99986
21110,0.99993
21120,0.99984
21130,0.9997
21140,0.99987
21150,0.99987
21160,0.99966
21170,0.99984
21180,0.9997
21190,0.99966
21200,0.99962
21210,0.99966
21220,0.9998
21230,0.99986
21240,0.99984
21250,0.99972
21260,0.99978
21270,0.99976
21280,0.9998
21290,0.99986
21300,0.99962
21310,0.99984
21320,0.99982
21330,0.99984
21340,0.9998
21350,0.9998
21360,0.99976
21370,0.99972
21380,0.99987
21390,0.99976
21400,0.99982
21410,0.99991
21420,0.9996
21430,0.99984
21440,0.9997
21450,0.99976
21460,0.9997
21470,0.99984
21480,0.99972
21490,0.9997
21500,0.99962
21510,0.99948
21520,0.99976
21530,0.9998
21540,0.99993
21550,0.99972
21560,0.99989
21570,0.9998
21580,0.99984
21590,0.99989
21600,0.99987
21610,0.9997
21620,0.9997
21630,0.99976
21640,0.99997
21650,0.99968
21660,0.9997
21670,0.99976
21680,0.9998
21690,0.9998
21700,0.99976
21710,0.99968
21720,0.99974
21730,0.99976
21740,0.9998
21750,0.99968
21760,0.99984
21770,0.99974
21780,0.9997
21790,0.99974
21800,0.99987
21810,0.9997
21820,0.99978
21830,0.99964
21840,0.99972
21850,0.99982
21860,0.99987
21870,0.99984
21880,0.99974
21890,0.99976
21900,0.99976
21910,0.99976
21920,0.99986
21930,0.99987
21940,0.99974
21950,0.99986
21960,0.99974
21970,0.99976
21980,0.9998
21990,0.99972
22000,0.99952
22010,0.99966
22020,0.99978
22030,0.99987
22040,0.9998
22050,0.99984
22060,0.99982
22070,0.99972
22080,0.99974
22090,0.9998
22100,0.99966
22110,0.99978
22120,0.99993
22130,0.99972
22140,0.9997
22150,0.99964
22160,0.99974
22170,0.9998
22180,0.99984
22190,0.99974
22200,0.99989
22210,0.9997
22220,0.99954
22230,0.99968
22240,0.9998
22250,0.99978
22260,0.9997
22270,0.99984
22280,0.9998
22290,0.99964
22300,0.99972
22310,0.99984
22320,0.9997
22330,0.99968
22340,0.99986
22350,0.9998
22360,0.9997
22370,0.99972
22380,0.9997
22390,0.9998
22400,0.99978
22410,0.99978
22420,0.99986
22430,0.9998
22440,0.99989
22450,0.99974
22460,0.99974
22470,0.99984
22480,0.99982
22490,0.99984
22500,0.99976
22510,0.9997
22520,0.99986
22530,0.99986
22540,0.99976
22550,0.99974
22560,0.99972
22570,0.99972
22580,0.99968
22590,0.99984
22600,0.9998
22610,0.99984
22620,0.99976
22630,0.99978
22640,0.9997
22650,0.99966
22660,0.99968
22670,0.99974
22680,0.99958
22690,0.99974
22700,0.99978
22710,0.99972
22720,0.99972
22730,0.99987
22740,0.99962
22750,0.99976
22760,0.99966
22770,0.9997
22780,0.99966
22790,0.99978
22800,0.9996
22810,0.9996
22820,0.99984
22830,0.99974
22840,0.99966
22850,0.9998
22860,0.9996
22870,0.99964
22880,0.99968
22890,0.99968
22900,0.99976
22910,0.99972
22920,0.9997
22930,0.99976
22940,0.99976
22950,0.99974
22960,0.99976
22970,0.9997
22980,0.99976
22990,0.9998
23000,0.99974
23010,0.9997
23020,0.99958
23030,0.99976
23040,0.99978
23050,0.99966
23060,0.9996
23070,0.99972
23080,0.9998
23090,0.99966
23100,0.9997
23110,0.99964
23120,0.99976
23130,0.99962
23140,0.9996
23150,0.9997
23160,0.99966
23170,0.99964
23180,0.99984
23190,0.99962
23200,0.99968
23210,0.99974
23220,0.99972
23230,0.99972
23240,0.9997
23250,0.9997
23260,0.99954
23270,0.9996
23280,0.9998
23290,0.99974
23300,0.99974
23310,0.99966
23320,0.9997
23330,0.9997
23340,0.99966
23350,0.99972
23360,0.99968
23370,0.99978
23380,0.99974
23390,0.99972
23400,0.9997
23410,0.99968
23420,0.99976
23430,0.99976
23440,0.99972
23450,0.99972
23460,0.9998
23470,0.99974
23480,0.9998
23490,0.9998
23500,0.99964
23510,0.9997
23520,0.99968
23530,0.99976
23540,0.9998
23550,0.99968
23560,0.99964
23570,0.99968
23580,0.99976
23590,0.99964
23600,0.99984
23610,0.99978
23620,0.9997
23630,0.99976
23640,0.99984
23650,0.9997
23660,0.99978
23670,0.99974
23680,0.99972
23690,0.99974
23700,0.99978
23710,0.9997
23720,0.99982
23730,0.99978
23740,0.99966
23750,0.99968
23760,0.9997
23770,0.99974
23780,0.9997
23790,0.99978
23800,0.99974
23810,0.9997
23820,0.99978
23830,0.99962
23840,0.99964
23850,0.99984
23860,0.99974
23870,0.99966
23880,0.99968
23890,0.99978
23900,0.9997
23910,0.9997
23920,0.99974
23930,0.99974
23940,0.9997
23950,0.99978
23960,0.99972
23970,0.99968
23980,0.99976
23990,0.99972
24000,0.99982
24010,0.99976
24020,0.99968
24030,0.99972
24040,0.99966
24050,0.99982
24060,0.99978
24070,0.99974
24080,0.99976
24090,0.99966
24100,0.99993
24110,0.99978
24120,0.9998
24130,0.99968
24140,0.99986
24150,0.99966
24160,0.99968
24170,0.99976
24180,0.99966
24190,0.99964
24200,0.99974
24210,0.99982
24220,0.99972
24230,0.99982
24240,0.99968
24250,0.99974
24260,0.99976
24270,0.99978
24280,0.9997
24290,0.99968
24300,0.99962
24310,0.9998
24320,0.99966
24330,0.9997
24340,0.9997
24350,0.99966
24360,0.99972
24370,0.99972
24380,0.99987
24390,0.99982
24400,0.99978
24410,0.99968
24420,0.99968
24430,0.99976
24440,0.99982
24450,0.99974
24460,0.99974
24470,0.99962
24480,0.9997
24490,0.99976
24500,0.99987
24510,0.99978
24520,0.99974
24530,0.99984
24540,0.99984
24550,0.99976
24560,0.99976
24570,0.99978
24580,0.99968
24590,0.99989
24600,0.99976
24610,0.99974
24620,0.99982
24630,0.99974
24640,0.99982
24650,0.9998
24660,0.9998
24670,0.9997
24680,0.99974
24690,0.99978
24700,0.99984
24710,0.99978
24720,0.99974
24730,0.9998
24740,0.9998
24750,0.99984
24760,0.99978
24770,0.99968
24780,0.99972
24790,0.99984
24800,0.9998
24810,0.99978
24820,0.99982
24830,0.99978
24840,0.99978
24850,0.9998
24860,0.99978
24870,0.99972
24880,0.99976
24890,0.9998
24900,0.9997
24910,0.99976
24920,0.99978
24930,0.99974
24940,0.9998
24950,0.99978
24960,0.99974
24970,0.99974
24980,0.9997
24990,0.99982
25000,0.9997
25010,0.99972
25020,0.99984
25030,0.99976
25040,0.99989
25050,0.99976
25060,0.99974
25070,0.99982
25080,0.99978
25090,0.99966
25100,0.99976
25110,0.99966
25120,0.99978
25130,0.99972
25140,0.99964
25150,0.9997
25160,0.9997
25170,0.99986
25180,0.99986
25190,0.99986
25200,0.99978
25210,0.99976
25220,0.99976
25230,0.99982
25240,0.99978
25250,0.99972
25260,0.99982
25270,0.99982
25280,0.99987
25290,0.99987
25300,0.99987
25310,0.99978
25320,0.99982
25330,0.99978
25340,0.99966
25350,0.99974
25360,0.99976
25370,0.99972
25380,0.9997
25390,0.9998
25400,0.99986
25410,0.9998
25420,0.99974
25430,0.9998
25440,0.99984
25450,0.99974
25460,0.99976
25470,0.99989
25480,0.99974
25490,0.99972
25500,0.99993
25510,0.99982
25520,0.99968
25530,0.99991
25540,0.99982
25550,0.9998
25560,0.9998
25570,0.99968
25580,0.99976
25590,0.99987
25600,0.99974
25610,0.99972
25620,0.99987
25630,0.99984
25640,0.99982
25650,0.9998
25660,0.99995
25670,0.99974
25680,0.99962
25690,0.99984
25700,0.99987
25710,0.9998
25720,0.99986
25730,0.99984
25740,0.99991
25750,0.99982
25760,0.99987
25770,0.99987
25780,0.99978
25790,0.99982
25800,0.9998
25810,0.99974
25820,0.99986
25830,0.99987
25840,0.99966
25850,0.99974
25860,0.9997
25870,0.99978
25880,0.9997
25890,0.99982
25900,0.99976
25910,0.99974
25920,0.99966
25930,0.99986
25940,0.99993
25950,0.99976
25960,0.99974
25970,0.99982
25980,0.99976
25990,0.9998
26000,0.99989
26010,0.9997
26020,0.99986
26030,0.99984
26040,0.99982
26050,0.9996
26060,0.9997
26070,0.99972
26080,0.99968
26090,0.99976
26100,0.99987
26110,0.99978
26120,0.99987
26130,0.99966
26140,0.99976
26150,0.9997
26160,0.99976
26170,0.99984
26180,0.99984
26190,0.99964
26200,0.99974
26210,0.99978
26220,0.9998
26230,0.99964
26240,0.99974
26250,0.99978
26260,0.99978
26270,0.99974
26280,0.9998
26290,0.99964
26300,0.99982
26310,0.99972
26320,0.99987
26330,0.99984
26340,0.99974
26350,0.99991
26360,0.99987
26370,0.99976
26380,0.9997
26390,0.99978
26400,0.99974
26410,0.99974
26420,0.99972
26430,0.99972
26440,0.9997
26450,0.99986
26460,0.9997
26470,0.99972
26480,0.99991
26490,0.99974
26500,0.99972
26510,0.9997
26520,0.99978
26530,0.99986
26540,0.9997
26550,0.99984
26560,0.9998
26570,0.99968
26580,0.9997
26590,0.99968
26600,0.99982
26610,0.9998
26620,0.99974
26630,0.9998
26640,0.9997
26650,0.99978
26660,0.9998
26670,0.99974
26680,0.99966
26690,0.9998
26700,0.99976
26710,0.99974
26720,0.99984
26730,0.99966
26740,0.9998
26750,0.9998
26760,0.99984
26770,0.99976
26780,0.99968
26790,0.99974
26800,0.99972
26810,0.9998
26820,0.9997
26830,0.99978
26840,0.99974
26850,0.99982
26860,0.99972
26870,0.99978
26880,0.99976
26890,0.99972
26900,0.99966
26910,0.99987
26920,0.99986
26930,0.99968
26940,0.99972
26950,0.99966
26960,0.99976
26970,0.9998
26980,0.99978
26990,0.99972
27000,0.99972
27010,0.99974
27020,0.99972
27030,0.99972
27040,0.99966
27050,0.9998
27060,0.9997
27070,0.9998
27080,0.99974
27090,0.99962
27100,0.99956
27110,0.9996
27120,0.99978
27130,0.99976
27140,0.99974
27150,0.9997
27160,0.99966
27170,0.99978
27180,0.99978
27190,0.99968
27200,0.9996
27210,0.99972
27220,0.99968
27230,0.99956
27240,0.99972
27250,0.99962
27260,0.9997
27270,0.99962
27280,0.9996
27290,0.99978
27300,0.99974
27310,0.99964
27320,0.99962
27330,0.9997
27340,0.99962
27350,0.99968
27360,0.99968
27370,0.99972
27380,0.9997
27390,0.99954
27400,0.99952
27410,0.99966
27420,0.99972
27430,0.99984
27440,0.99952
27450,0.99972
27460,0.9997
27470,0.99964
27480,0.99962
27490,0.99964
27500,0.99976
27510,0.9998
27520,0.9997
27530,0.9997
27540,0.99962
27550,0.99972
27560,0.99964
27570,0.99952
27580,0.99962
27590,0.99966
27600,0.99968
27610,0.99976
27620,0.9997
27630,0.9997
27640,0.99968
27650,0.9997
27660,0.99984
27670,0.9996
27680,0.99964
27690,0.99972
27700,0.99982
27710,0.99966
27720,0.9998
27730,0.99974
27740,0.99966
27750,0.99968
27760,0.99968
27770,0.99974
27780,0.99962
27790,0.9997
27800,0.9997
27810,0.99964
27820,0.99968
27830,0.99982
27840,0.99972
27850,0.99962
27860,0.99991
27870,0.99972
27880,0.99984
27890,0.99976
27900,0.99974
27910,0.99976
27920,0.99968
27930,0.99966
27940,0.9997
27950,0.9997
27960,0.9997
27970,0.99978
27980,0.99968
27990,0.99964
28000,0.99976
28010,0.99964
28020,0.99968
28030,0.99962
28040,0.9996
28050,0.99974
28060,0.99978
28070,0.99976
28080,0.9998
28090,0.99956
28100,0.99974
28110,0.99982
28120,0.99958
28130,0.99968
28140,0.99976
28150,0.99972
28160,0.99972
28170,0.99966
28180,0.99968
28190,0.9997
28200,0.99972
28210,0.99962
28220,0.99976
28230,0.99976
28240,0.99984
28250,0.99974
28260,0.99982
28270,0.9997
28280,0.99968
28290,0.99982
28300,0.99968
28310,0.99968
28320,0.99972
28330,0.99962
28340,0.9997
28350,0.99966
28360,0.99966
28370,0.9997
28380,0.99976
28390,0.99976
28400,0.99978
28410,0.99962
28420,0.99966
28430,0.99972
28440,0.99972
28450,0.99974
28460,0.9997
28470,0.99974
28480,0.99978
28490,0.99972
28500,0.9998
28510,0.9997
28520,0.99964
28530,0.99964
28540,0.9997
28550,0.99976
28560,0.99976
28570,0.99993
28580,0.99978
28590,0.99978
28600,0.9998
28610,0.99976
28620,0.9997
28630,0.99968
28640,0.99976
28650,0.99968
28660,0.9997
28670,0.99972
28680,0.99987
28690,0.99976
28700,0.99978
28710,0.99966
28720,0.99984
28730,0.99978
28740,0.9997
28750,0.99966
28760,0.9997
28770,0.99974
28780,0.9998
28790,0.99978
28800,0.99966
28810,0.99968
28820,0.99962
28830,0.99966
28840,0.99978
28850,0.9997
28860,0.9998
28870,0.99972
28880,0.9997
28890,0.99974
28900,0.9997
28910,0.99974
28920,0.9998
28930,0.99987
28940,0.9998
28950,0.99968
28960,0.9998
28970,0.99974
28980,0.99976
28990,0.99974
29000,0.99976
29010,0.99976
29020,0.99962
29030,0.99972
29040,0.99974
29050,0.99974
29060,0.99958
29070,0.99976
29080,0.99978
29090,0.9997
29100,0.99972
29110,0.99972
29120,0.99972
29130,0.9998
29140,0.99966
29150,0.99974
29160,0.99976
29170,0.99987
29180,0.99972
29190,0.9998
29200,0.99974
29210,0.9997
29220,0.99984
29230,0.9998
29240,0.99982
29250,0.99984
29260,0.9997
29270,0.99976
29280,0.99972
29290,0.99978
29300,0.99972
29310,0.99976
29320,0.99978
29330,0.9997
29340,0.9998
29350,0.99968
29360,0.9998
29370,0.99974
29380,0.99972
29390,0.99972
29400,0.9996
29410,0.99974
29420,0.99982
29430,0.99984
29440,0.99976
29450,0.99978
29460,0.99976
29470,0.99984
29480,0.9997
29490,0.99978
29500,0.99984
29510,0.99966
29520,0.99978
29530,0.99978
29540,0.99982
29550,0.9998
29560,0.99986
29570,0.99986
29580,0.99978
29590,0.99982
29600,0.99976
29610,0.99982
29620,0.99976
29630,0.99968
29640,0.99968
29650,0.9997
29660,0.99972
29670,0.9998
29680,0.9997
29690,0.9998
29700,0.9997
29710,0.99966
29720,0.99982
29730,0.99972
29740,0.9998
29750,0.99984
29760,0.99976
29770,0.9998
29780,0.99966
29790,0.99964
29800,0.99974
29810,0.99982
29820,0.99966
29830,0.9998
29840,0.99978
29850,0.99976
29860,0.9998
29870,0.99966
29880,0.9998
29890,0.9998
29900,0.9997
29910,0.99972
29920,0.99978
29930,0.9998
29940,0.99984
29950,0.9998
29960,0.9998
29970,0.99986
29980,0.99989
29990,0.99978
30000,0.99984
30010,0.99978
30020,0.99984
30030,0.99968
30040,0.99976
30050,0.99974
30060,0.99984
30070,0.99986
30080,0.99964
30090,0.9997
30100,0.99976
30110,0.99972
30120,0.99976
30130,0.99978
30140,0.99986
30150,0.99984
30160,0.99986
30170,0.99976
30180,0.99978
30190,0.99978
30200,0.99974
30210,0.99991
30220,0.9998
30230,0.99952
30240,0.99964
30250,0.99972
30260,0.99982
30270,0.99964
30280,0.99968
30290,0.99986
30300,0.99974
30310,0.99982
30320,0.9998
30330,0.99968
30340,0.99978
30350,0.99987
30360,0.99986
30370,0.99984
30380,0.99974
30390,0.99978
30400,0.99964
30410,0.99962
30420,0.99978
30430,0.99989
30440,0.99984
30450,0.99987
30460,0.99976
30470,0.99976
30480,0.99974
30490,0.99976
30500,0.99989
30510,0.99972
30520,0.99966
30530,0.99974
30540,0.99984
30550,0.99995
30560,0.9997
30570,0.99974
30580,0.9998
30590,0.99978
30600,0.99976
30610,0.99984
30620,0.99982
30630,0.99984
30640,0.99978
30650,0.9998
30660,0.99978
30670,0.99968
30680,0.9997
30690,0.99968
30700,0.99987
30710,0.99984
30720,0.99974
30730,0.99984
30740,0.99986
30750,0.99968
30760,0.99984
30770,0.99982
30780,0.99986
30790,0.99976
30800,0.99978
30810,0.99958
30820,0.99984
30830,0.99982
30840,0.99987
30850,0.99962
30860,0.9998
30870,0.9998
30880,0.99978
30890,0.99974
30900,0.99978
30910,0.99976
30920,0.99974
30930,0.99976
30940,0.9998
30950,0.99972
30960,0.99978
30970,0.99976
30980,0.99982
30990,0.99976
31000,0.99984
31010,0.9998
31020,0.99978
31030,0.9997
31040,0.9997
31050,0.99974
31060,0.99968
31070,0.99976
31080,0.99987
31090,0.99978
31100,0.99972
31110,0.99982
31120,0.99989
31130,0.99976
31140,0.99978
31150,0.99989
31160,0.99978
31170,0.99982
31180,0.99978
31190,0.99976
31200,0.99982
31210,0.99978
31220,0.99984
31230,0.99982
31240,0.99972
31250,0.9998
31260,0.99978
31270,0.99972
31280,0.99978
31290,0.9998
31300,0.99976
31310,0.99974
31320,0.99968
31330,0.99968
31340,0.99966
31350,0.99954
31360,0.9998
31370,0.99966
31380,0.9997
31390,0.9997
31400,0.99974
31410,0.99986
31420,0.99978
31430,0.99964
31440,0.99964
31450,0.9998
31460,0.9998
31470,0.99968
31480,0.99984
31490,0.99968
31500,0.99962
31510,0.99966
31520,0.9997
31530,0.99968
31540,0.9998
31550,0.99968
31560,0.9996
31570,0.99972
31580,0.99966
31590,0.99964
31600,0.99968
31610,0.99972
31620,0.99962
31630,0.99966
31640,0.9997
31650,0.99964
31660,0.9997
31670,0.99958
31680,0.99972
31690,0.99978
31700,0.99968
31710,0.9997
31720,0.99962
31730,0.99962
31740,0.9996
31750,0.99964
31760,0.99964
31770,0.99972
31780,0.99956
31790,0.99968
31800,0.99972
31810,0.99964
31820,0.99974
31830,0.99964
31840,0.99958
31850,0.99976
31860,0.99964
31870,0.99954
31880,0.99966
31890,0.99954
31900,0.99964
31910,0.99966
31920,0.99966
31930,0.99966
31940,0.99956
31950,0.99966
31960,0.99968
31970,0.9997
31980,0.9997
31990,0.99962
32000,0.99966
32010,0.99968
32020,0.99968
32030,0.99956
32040,0.9996
32050,0.99972
32060,0.9998
32070,0.99962
32080,0.99964
32090,0.99956
32100,0.99958
32110,0.99964
32120,0.99956
32130,0.99968
32140,0.99966
32150,0.9998
32160,0.99962
32170,0.9996
32180,0.99954
32190,0.99956
32200,0.9997
32210,0.99956
32220,0.99968
32230,0.99956
32240,0.99976
32250,0.99954
32260,0.99974
32270,0.99964
32280,0.99972
32290,0.99954
32300,0.99982
32310,0.99956
32320,0.99966
32330,0.99956
32340,0.9996
32350,0.99972
32360,0.99972
32370,0.99968
32380,0.9996
32390,0.99958
32400,0.99972
32410,0.99966
32420,0.99972
32430,0.99948
32440,0.99962
32450,0.99954
32460,0.99964
32470,0.9997
32480,0.99958
32490,0.99958
32500,0.9997
32510,0.9996
32520,0.99962
32530,0.9997
32540,0.99958
32550,0.9997
32560,0.99986
32570,0.99978
32580,0.9998
32590,0.99982
32600,0.99968
32610,0.99962
32620,0.99958
32630,0.9996
32640,0.9997
32650,0.99972
32660,0.99962
32670,0.99972
32680,0.99966
32690,0.99972
32700,0.99966
32710,0.99976
32720,0.99962
32730,0.99987
32740,0.99964
32750,0.9997
32760,0.99968
32770,0.99968
32780,0.99962
32790,0.99958
32800,0.99966
32810,0.9998
32820,0.9998
32830,0.9997
32840,0.9997
32850,0.9997
32860,0.9997
32870,0.9997
32880,0.99962
32890,0.99978
32900,0.99972
32910,0.99964
32920,0.99964
32930,0.99976
32940,0.99968
32950,0.99984
32960,0.9997
32970,0.99972
32980,0.9997
32990,0.99962
33000,0.99958
33010,0.99962
33020,0.99968
33030,0.99974
33040,0.99966
33050,0.99966
33060,0.99972
33070,0.99972
33080,0.9996
33090,0.9997
33100,0.9997
33110,0.99968
33120,0.99954
33130,0.99972
33140,0.99968
33150,0.99978
33160,0.99968
33170,0.9997
33180,0.9997
33190,0.9996
33200,0.99968
33210,0.99974
33220,0.9997
33230,0.99966
33240,0.99978
33250,0.99976
33260,0.9997
33270,0.99962
33280,0.99972
33290,0.99972
33300,0.99974
33310,0.99987
33320,0.99966
33330,0.99974
33340,0.99974
33350,0.9997
33360,0.9997
33370,0.9997
33380,0.9997
33390,0.99962
33400,0.99974
33410,0.99976
33420,0.99984
33430,0.99972
33440,0.99968
33450,0.99976
33460,0.9997
33470,0.9997
33480,0.99978
33490,0.9998
33500,0.99978
33510,0.9997
33520,0.9997
33530,0.99974
33540,0.99978
