# SoC,OCV [V]
-0.05,2.5554448268104863
-0.04,2.6965888919665
-0.03,2.8354243224771927
-0.019999999999999997,2.9688823518713066
-0.009999999999999995,3.0922350590723373
6.938893903907228e-18,3.2
0.010000000000000009,3.287757008219401
0.020000000000000004,3.3538087399146304
0.030000000000000013,3.399652870803843
0.04000000000000002,3.4291922391832723
0.05000000000000002,3.447386944382996
0.06000000000000001,3.4590176950801275
0.07000000000000002,3.4678233620936925
0.08000000000000003,3.476084048710994
0.09000000000000001,3.484703007570683
0.10000000000000002,3.493689095797286
0.11000000000000003,3.502728275706306
0.12000000000000004,3.511554074568407
0.13000000000000006,3.52005791717772
0.14,3.5282594966721414
0.15000000000000002,3.5362495945389743
0.16000000000000003,3.54414179665201
0.17000000000000004,3.552029381461937
0.18000000000000005,3.5599442209911114
0.19000000000000006,3.567823637742663
0.20000000000000007,3.575499973015437
0.21000000000000008,3.5827344436581194
0.22000000000000008,3.5893034627842035
0.23000000000000004,3.595101950719793
0.24000000000000005,3.600193518404891
0.25000000000000006,3.604767946222255
0.26000000000000006,3.609043147354448
0.2700000000000001,3.6131853781770666
0.2800000000000001,3.6172840846165255
0.2900000000000001,3.6213636610560163
0.3000000000000001,3.625399887548962
0.3100000000000001,3.6293293141200134
0.32000000000000006,3.633062478797201
0.33000000000000007,3.636514052629894
0.3400000000000001,3.639642639606244
0.3500000000000001,3.642472401747954
0.3600000000000001,3.645077134196744
0.3700000000000001,3.6475402964452446
0.3800000000000001,3.649923562924022
0.39000000000000007,3.6522631255377758
0.4000000000000001,3.6545895448555097
0.4100000000000001,3.6569578058385055
0.4200000000000001,3.659475082751738
0.4300000000000001,3.6623081482556623
0.4400000000000001,3.6656474871617903
0.4500000000000001,3.6696287502556433
0.46000000000000013,3.6742607079162277
0.47000000000000014,3.6794229802710614
0.48000000000000015,3.6849392547522477
0.49000000000000016,3.6906629553905184
0.5000000000000001,3.696514081906836
0.51,3.702464088074995
0.52,3.708507645219953
0.53,3.7146559216846993
0.54,3.72095761586353
0.55,3.727524135177248
0.56,3.7345192853103426
0.5700000000000001,3.7420921767089457
0.5800000000000001,3.7502885120747163
0.5900000000000001,3.7590139474670865
0.6000000000000001,3.7680813164841256
0.6100000000000001,3.7772917411260822
0.6200000000000001,3.7864838975250996
0.6300000000000001,3.795543437865191
0.6400000000000001,3.8044043491054382
0.6500000000000001,3.8130546000779613
0.6600000000000001,3.8215280651851105
0.6700000000000002,3.8298810784317276
0.68,3.838150769770771
0.6900000000000001,3.8463391694495197
0.7000000000000001,3.8544195939296437
0.7100000000000001,3.8623610194708395
0.7200000000000001,3.8701558472829687
0.7300000000000001,3.8778352453709797
0.7400000000000001,3.8854698198772133
0.7500000000000001,3.8931673013836945
0.7600000000000001,3.901069309830101
0.7700000000000001,3.909328377731613
0.7800000000000001,3.918055574865001
0.7900000000000001,3.9272703874096235
0.8000000000000002,3.9369014049848503
0.8100000000000002,3.946844523009681
0.8200000000000002,3.9570308391676554
0.8300000000000001,3.9674513572541916
0.8400000000000001,3.9781282266671383
0.8500000000000001,3.989066142653668
0.8600000000000001,4.000226310865759
0.8700000000000001,4.0115370888768265
0.8800000000000001,4.022921399397572
0.8900000000000001,4.034315589427299
0.9000000000000001,4.045675064656122
0.9100000000000001,4.056981508878426
0.9200000000000002,4.06826731640655
0.9300000000000002,4.079662167637995
0.9400000000000002,4.091443679530856
0.9500000000000002,4.104036431774488
0.9600000000000002,4.11789599455039
0.9700000000000002,4.13330096876768
0.9800000000000002,4.150199674158731
0.9900000000000002,4.168247564719721
1.0000000000000002,4.187000000000001
1.0100000000000002,4.206096470888324
1.0200000000000002,4.225326533329351
1.0300000000000002,4.244597752168409
1.0400000000000003,4.263879004150728
