0	4.181100464
1	4.15477424
2	4.141992667
3	4.140657279
4	4.13970343
5	4.138749581
6	4.137795732
7	4.137032653
8	4.136269574
9	4.135506495
10	4.134743417
11	4.134171107
12	4.133598798
13	4.133026489
14	4.13226341
15	4.131691101
16	4.131309561
17	4.130737252
18	4.130164943
19	4.129592633
20	4.129211094
21	4.128638785
22	4.128066475
23	4.127684936
24	4.127112627
25	4.126731087
26	4.126158778
27	4.125777239
28	4.125395699
29	4.12501416
30	4.12463262
31	4.124060311
32	4.123678771
33	4.123297232
34	4.122915692
35	4.122534153
36	4.122152613
37	4.121771074
38	4.121389534
39	4.121007995
40	4.120626456
41	4.120244916
42	4.119863377
43	4.119672607
44	4.119291067
45	4.118909528
46	4.118718758
47	4.118337219
48	4.117955679
49	4.11757414
50	4.1171926
51	4.11700183
52	4.116620291
53	4.116238751
54	4.116047982
55	4.115666442
56	4.115475672
57	4.115284903
58	4.114903363
59	4.114521824
60	4.114140284
61	4.113949514
62	4.113758745
63	4.113377205
64	4.113186436
65	4.112995666
66	4.112614126
67	4.112423357
68	4.112041817
69	4.111851047
70	4.111469508
71	4.111087968
72	4.110897199
73	4.110706429
74	4.110515659
75	4.110324889
76	4.10994335
77	4.10975258
78	4.10956181
79	4.109180271
80	4.108989501
81	4.108798731
82	4.108607962
83	4.108226422
84	4.108035652
85	4.107844883
86	4.107463343
87	4.107272573
88	4.107081804
89	4.106891034
90	4.106700264
91	4.106509495
92	4.106318725
93	4.105937185
94	4.105746416
95	4.105555646
96	4.105364876
97	4.105174106
98	4.104983337
99	4.104601797
100	4.104411027
101	4.104220258
102	4.104029488
103	4.103838718
104	4.103647948
105	4.103457179
106	4.103266409
107	4.103075639
108	4.102884869
109	4.1026941
110	4.10250333
111	4.10231256
112	4.101931021
113	4.101740251
114	4.101549481
115	4.101358711
116	4.101167942
117	4.100977172
118	4.100786402
119	4.100595632
120	4.100404863
121	4.100404863
122	4.100023323
123	4.099832553
124	4.099641784
125	4.099260244
126	4.099260244
127	4.099069475
128	4.098878705
129	4.098687935
130	4.098687935
131	4.098497165
132	4.098115626
133	4.097924856
134	4.097924856
135	4.097734086
136	4.097543317
137	4.097352547
138	4.097161777
139	4.096971007
140	4.096780238
141	4.096589468
142	4.096589468
143	4.096207928
144	4.096017159
145	4.095826389
146	4.095635619
147	4.095444849
148	4.09525408
149	4.09506331
150	4.09506331
151	4.09487254
152	4.09468177
153	4.094491001
154	4.094300231
155	4.094109461
156	4.093918691
157	4.093727922
158	4.093537152
159	4.093346382
160	4.093155612
161	4.092964843
162	4.092964843
163	4.092583303
164	4.092583303
165	4.092392533
166	4.092201764
167	4.092010994
168	4.091820224
169	4.091629455
170	4.091438685
171	4.091438685
172	4.091247915
173	4.091057145
174	4.090866376
175	4.090675606
176	4.090484836
177	4.090294066
178	4.090103297
179	4.090103297
180	4.089721757
181	4.089530987
182	4.089530987
183	4.089149448
184	4.089149448
185	4.088958678
186	4.088767908
