0	4.181100464
1	4.126158778
2	4.10250333
3	4.099832553
4	4.097734086
5	4.095826389
6	4.094300231
7	4.092583303
8	4.091247915
9	4.089912527
10	4.088577139
11	4.08724175
12	4.085906362
13	4.084761744
14	4.083617125
15	4.082472507
16	4.081518658
17	4.08018327
18	4.079420191
19	4.078275572
20	4.077321724
21	4.076367875
22	4.075414026
23	4.074460178
24	4.073506329
25	4.07274325
26	4.071789401
27	4.071026322
28	4.070072474
29	4.069309395
30	4.068546316
31	4.067592467
32	4.066829388
33	4.066257079
34	4.06530323
35	4.064540151
36	4.063967842
37	4.063204763
38	4.062441684
39	4.061678605
40	4.061106296
41	4.060343217
42	4.059580138
43	4.059007828
44	4.058244749
45	4.05767244
46	4.057100131
47	4.056337052
48	4.055764743
49	4.055001664
50	4.054620124
51	4.053857045
52	4.053284736
53	4.052712427
54	4.052140118
55	4.051567808
56	4.050995499
57	4.05042319
58	4.049850881
59	4.049278572
60	4.048897032
61	4.048324723
62	4.047752414
63	4.047180104
64	4.046607795
65	4.046035486
66	4.045653946
67	4.045081637
68	4.044700098
69	4.044127788
70	4.043555479
71	4.04298317
72	4.04260163
73	4.042220091
74	4.041647782
75	4.041075473
76	4.040503163
77	4.040121624
78	4.039740084
79	4.039167775
80	4.038786236
81	4.038213926
82	4.037641617
83	4.037260078
84	4.036878538
85	4.036496999
86	4.035924689
87	4.03554315
88	4.035161611
89	4.034589301
90	4.034207762
91	4.033635453
92	4.033253913
93	4.032872374
94	4.032490834
95	4.032109295
96	4.031536985
97	4.031155446
98	4.030583137
99	4.030392367
100	4.030010827
101	4.029438518
102	4.029056979
103	4.028675439
104	4.02810313
105	4.027721591
106	4.027340051
107	4.026958512
108	4.026576972
109	4.026195433
110	4.025813893
111	4.025241584
112	4.024860044
113	4.024478505
114	4.024287735
115	4.023906196
116	4.023524656
117	4.022952347
118	4.022570807
119	4.022189268
120	4.021807728
121	4.021426189
122	4.021235419
123	4.02085388
124	4.020281571
125	4.019900031
126	4.019518492
127	4.019136952
128	4.018755413
129	4.018373873
130	4.017992334
131	4.017801564
132	4.017229255
133	4.017038485
134	4.016466176
135	4.016275406
136	4.015893866
137	4.015512327
138	4.015130787
139	4.014749248
140	4.014367708
141	4.013986169
142	4.01360463
143	4.01322309
144	4.012841551
145	4.012460011
146	4.012269241
147	4.011887702
148	4.011506162
149	4.011124623
150	4.010743083
151	4.010361544
152	4.009980004
153	4.009598465
154	4.009216925
155	4.009026156
156	4.008644616
157	4.008263077
158	4.007881537
159	4.007499998
160	4.007118458
161	4.006736919
162	4.006546149
163	4.00616461
164	4.00578307
165	4.005401531
166	4.005019991
167	4.004638452
168	4.004256912
169	4.004066142
170	4.003684603
171	4.003303063
172	4.003112294
173	4.002730754
174	4.002349215
175	4.001967675
176	4.001586136
177	4.001204596
178	4.001013826
179	4.000632287
180	4.000250747
181	4.000059978
182	3.999678438
183	3.999296899
184	3.998915359
185	3.99872459
186	3.99834305
187	3.997961511
188	3.997579971
189	3.997198432
190	3.997007662
191	3.996626122
192	3.996244583
193	3.996053813
194	3.995672274
195	3.995290734
196	3.994909195
197	3.994527655
198	3.994336885
199	3.993955346
200	3.993764576
201	3.993383037
202	3.993001497
203	3.992619958
204	3.992429188
205	3.991856879
206	3.991666109
207	3.99128457
208	3.99090303
209	3.99071226
210	3.990330721
211	3.989949181
212	3.989758412
213	3.989376872
214	3.988995333
215	3.988613793
216	3.988232254
217	3.988041484
218	3.987659944
219	3.987469175
220	3.987087635
221	3.986706096
222	3.986324556
223	3.985943017
224	3.985752247
225	3.985370708
226	3.984989168
227	3.984798398
228	3.984416859
229	3.984035319
230	3.98384455
231	3.98346301
232	3.98327224
233	3.982890701
234	3.982509161
235	3.982127622
236	3.981746082
237	3.981555313
238	3.981364543
239	3.980983003
240	3.980601464
241	3.980219924
242	3.979838385
243	3.979647615
244	3.979266076
245	3.979075306
246	3.978693766
247	3.978502997
248	3.978121457
249	3.977930688
250	3.977358378
251	3.977167609
252	3.976786069
253	3.97640453
254	3.97621376
255	3.97583222
256	3.975450681
257	3.975259911
258	3.974878372
259	3.974687602
260	3.974306062
261	3.973924523
