# OCP data for LG M50 graphite negative electrode
# sto,ocp
# extra point to avoid extrapolation
0,1.81772748379334
# experimentally measured data
0.0312962309919435,1.08288070000000
0.0349990174231383,0.995937940000000
0.0387017984426739,0.900233980000000
0.0424045760400907,0.796494310000000
0.0461073567667969,0.733544290000000
0.0498101472864833,0.666643140000000
0.0535129169550513,0.641371490000000
0.0572156800080452,0.598138690000000
0.0609184495648372,0.567083600000000
0.0646212178896581,0.547461810000000
0.0683239899372943,0.530683990000000
0.0720267516206726,0.513047340000000
0.0757295119643203,0.493940920000000
0.0794322723972667,0.479262740000000
0.0831350309398288,0.460652590000000
0.0868377862970441,0.459927260000000
0.0905405444092937,0.438015010000000
0.0942433124962634,0.424386650000000
0.0979460700715639,0.411502690000000
0.101648825029857,0.400336590000000
0.105351579051700,0.389571340000000
0.109054336366249,0.377565380000000
0.112757097430127,0.362925410000000
0.116459849153289,0.343570860000000
0.120162608086248,0.340631400000000
0.123865356984332,0.322994680000000
0.127568112208028,0.313794580000000
0.131270864460474,0.307953860000000
0.134973620696607,0.292073190000000
0.138676382618935,0.286976870000000
0.142379130218803,0.274054770000000
0.146081890204289,0.267049700000000
0.149784649866357,0.258574930000000
0.153487405398072,0.252657830000000
0.157190175658005,0.248267770000000
0.160892939040625,0.241434500000000
0.164595700624986,0.233627780000000
0.168298470128353,0.229562180000000
0.172001223759462,0.223702360000000
0.175703987585269,0.221812710000000
0.179406738528351,0.220896510000000
0.183109501186799,0.219426800000000
0.186812285743759,0.218300640000000
0.190515043988865,0.218453330000000
0.194217798449951,0.217537150000000
0.197920560933317,0.217193570000000
0.201623337530448,0.216353730000000
0.205326099907333,0.216678220000000
0.209028863421514,0.217384440000000
0.212731637811268,0.214693130000000
0.216434400018689,0.215418460000000
0.220137158758552,0.214654950000000
0.223839932905728,0.213547900000000
0.227542704859571,0.213929640000000
0.231245472941435,0.210742060000000
0.234948246608884,0.208737880000000
0.238651007030528,0.204653190000000
0.242353771096756,0.202057320000000
0.246056534779736,0.197743580000000
0.249759296042551,0.194441470000000
0.253462075305427,0.191902850000000
0.257164855541649,0.188505310000000
0.260867623398810,0.185813990000000
0.264570388343682,0.183275370000000
0.268273141960127,0.181576590000000
0.271975899008113,0.178140880000000
0.275678670804876,0.175296860000000
0.279381437563501,0.171937500000000
0.283084208890615,0.169341610000000
0.286786983838099,0.167566490000000
0.290489741421874,0.166096760000000
0.294192511321947,0.164149850000000
0.297895287824777,0.162603780000000
0.301598064066139,0.162241130000000
0.305300829766264,0.160027000000000
0.309003605818808,0.158270960000000
0.312706366234020,0.158805400000000
0.316409128935726,0.155522380000000
0.320111892208735,0.155808690000000
0.323814657710233,0.152201180000000
0.327517439807890,0.151113200000000
0.331220205464159,0.149872530000000
0.334922968466154,0.148746370000000
0.338625750725335,0.146780370000000
0.342328527763104,0.146207760000000
0.346031309868876,0.145558790000000
0.349734084397854,0.143898190000000
0.353436854897322,0.143592790000000
0.357139627707061,0.142428460000000
0.360842411597988,0.140386120000000
0.364545174861915,0.138820960000000
0.368247948241878,0.139546280000000
0.371950714867844,0.139469920000000
0.375653482399388,0.137809340000000
0.379356259818551,0.139737140000000
0.383059044551139,0.136988580000000
0.386761819665088,0.135232540000000
0.390464596573676,0.134411780000000
0.394167374371778,0.135289800000000
0.397870146744550,0.135079850000000
0.401572911082096,0.136473210000000
0.405275673810652,0.136015120000000
0.408978444047454,0.134354520000000
0.412681205117036,0.133476500000000
0.416383982346429,0.134831700000000
0.420086760850234,0.132751180000000
0.423789528171715,0.132865710000000
0.427492295549261,0.132636670000000
0.431195060865253,0.134564470000000
0.434897836788305,0.134717180000000
0.438600610939060,0.133953690000000
0.442303381655562,0.134488140000000
0.446006148119762,0.133476500000000
0.449708925504862,0.132980230000000
0.453411684191202,0.132598490000000
0.457114440916438,0.133381070000000
0.460817193028781,0.133094760000000
0.464519943384457,0.132751180000000
0.468222694005807,0.134430870000000
0.471925449273306,0.133152020000000
0.475628214901007,0.132713000000000
0.479330982475788,0.133018400000000
0.483033746549207,0.132789360000000
0.486736511451955,0.132254910000000
0.490439263445418,0.133171110000000
0.494142032545160,0.132636670000000
0.497844816626510,0.131873160000000
0.501547587896339,0.132655740000000
0.505250356183052,0.132503050000000
0.508953105923419,0.133247450000000
0.512655855186197,0.132044960000000
0.516358614974852,0.132426690000000
0.520061385641280,0.132331270000000
0.523764153672818,0.131987690000000
0.527466921773724,0.132541220000000
0.531169691411363,0.131453250000000
